package,DI,TI,PY,SO,AU,AU_UN,AU1_CO
bibliometrix,10.1016/j.wneu.2018.09.189,PATTERNS OF STROKE TRANSFERS AND IDENTIFICATION OF PREDICTORS FOR THROMBECTOMY,2019,WORLD NEUROSURGERY,CATANESE L;GUPTA R;GRIESSENAUER CJ;MOORE JM;ADEEB N;ENRIQUEZ-MARULANDA A;ALTURKI AY;ASCANIO LC;LIOUTAS V;SHOAMANESH A;COHEN W;KUMAR S;SELIM M;THOMAS AJ;OGILVY CS,HARVARD MED SCH;HARVARD MED SCH;MCMASTER UNIV;LOUISIANA STATE UNIV,USA
bibliometrix,10.1016/j.wneu.2018.09.077,ANATOMICAL AND OBJECTIVE EVALUATION OF THE MAIN SURGICAL APPROACHES TO PONTINE INTRA-AXIAL LESIONS,2019,WORLD NEUROSURGERY,CAVALCANTI DD;FIGUEIREDO EG;PREUL MC;SPETZLER RF,BARROW NEUROL INST;UNIV SAO PAULO,USA
bibliometrix,10.1016/j.wneu.2018.09.211,TRANSFORAMINAL INTERBODY DEBRIDEMENT AND FUSION TO MANAGE POSTDISCECTOMY DISCITIS IN LUMBAR SPINE,2019,WORLD NEUROSURGERY,CHANG CW;TSAI TT;NIU CC;FU TS;LAI PL;CHEN LH;CHEN WJ,BONE AND JOINT RES CTR;CHANG GUNG UNIV;CHANG GUNG MEM HOSP,CHINA
bibliometrix,10.1016/j.wneu.2018.09.187,TRANSSPHENOIDAL APPROACH FOR PITUITARY ADENOMAS IN ELDERLY PATIENTS,2019,WORLD NEUROSURGERY,CHEN SH;SPRAU A;CHIENG L;BUTTRICK S;ALAM ES;ALI SC;MADHAVAN K;SARGI ZB;KOMOTAR R,UNIV MIAMI,USA
bibliometrix,10.1016/j.wneu.2018.08.184,COMPARISON OF CLINICAL AND RADIOLOGIC OUTCOMES OF DIVERSE ENDOVASCULAR TREATMENTS IN VERTEBRAL ARTERY DISSECTING ANEURYSM INVOLVING THE ORIGIN OF PICA,2019,WORLD NEUROSURGERY,CHO DY;CHOI JH;KIM BS;SHIN YS,CATHOLIC UNIV KOREA;CATHOLIC UNIV KOREA,KOREA
bibliometrix,10.1016/j.wneu.2018.09.120,"PTERIONAL, PRETEMPORAL, AND ORBITOZYGOMATIC APPROACHES: ANATOMIC AND COMPARATIVE STUDY",2019,WORLD NEUROSURGERY,DA SILVA SA;YAMAKI VN;SOLLA DJF;DE ANDRADE AF;TEIXEIRA MJ;SPETZLER RF;PREUL MC;FIGUEIREDO EG,UNIV SAO PAULO;BARROW NEUROL INST,BRAZIL
bibliometrix,10.1016/j.wneu.2018.09.089,MANAGEMENT OF CHOROID PLEXUS TUMORS IN INFANTS AND YOUNG CHILDREN UP TO 4 YEARS OF AGE: AN INSTITUTIONAL EXPERIENCE,2019,WORLD NEUROSURGERY,DASH C;MOORTHY S;GARG K;SINGH PK;KUMAR A;GURJAR H;CHANDRA PS;KALE SS,NA,INDIA
bibliometrix,10.1016/j.wneu.2018.09.222,DEDICATED LINEAR ACCELERATOR RADIOSURGERY FOR CLASSIC TRIGEMINAL NEURALGIA: A SINGLE-CENTER EXPERIENCE WITH LONG-TERM FOLLOW-UP,2019,WORLD NEUROSURGERY,DEBONO B;LOTTERIE JA;SOL JC;BOUSQUET P;DUTHIL P;MONFRAIX S;LAZORTHES Y;SABATIER J;LATORZEFF I,CAPIO CLIN CEDRES;TOULOUSE UNIV HOSP;TOULOUSE UNIV HOSP;CLIN PASTEUR,FRANCE
bibliometrix,10.1016/j.wneu.2018.09.058,ASSOCIATION OF CARDIOEMBOLISM AND INTRACRANIAL ARTERIAL STENOSIS WITH OUTCOMES OF MECHANICAL THROMBECTOMY IN ACUTE ISCHEMIC STROKE,2019,WORLD NEUROSURGERY,DENG YM;JIA BX;HUO XC;PENG Y;CAO YB;CHEN SL;ZHANG M;JIANG CC;PENG XX;SONG CF;WEI LP;ZHU QY;GUO ZY;LIU L;LIN H;YANG H;WU W;LIANG H;XU AD;CHEN KN;LIEBESKIND DS;ZHAO XQ;WANG AX;LIU LP;WANG YL;WANG YJ;GAO F;SUN X;LIU L;MO DP;MA N;SONG LG;MIAO ZR,CAPITAL MED UNIV;CAPITAL MED UNIV;CHINA NATL CLIN RES CTR NEUROL DIS;BEIJING INST BRAIN DISORDERS;TANGSHAN GONGREN HOSP;CHONGQING SANXIA CENT HOSP;DAPING HOSP;BAOTOU CENT HOSP;HUBEI ZHONGSHAN HOSP;ZHENGZHOU UNIV;PEOPLES HOSP LINYI CITY;TIANJIN TEDA HOSP;CHIFENG MUNICIPAL HOSP;FUZHOU PLA GEN HOSP;GUIYANG MED COLL;SHANDONG UNIV;YANTAI HILL HOSP;JINAN UNIV;XINAN HOSP;UNIV CALIF LOS ANGELES;BEIJING KEY LAB TRANSLAT MED CEREBROVASC DIS,CHINA
bibliometrix,10.1016/j.wneu.2018.08.209,EXPRESSION OF CYCLIN E/CDK2/P27(KIP1) IN GROWTH HORMONE ADENOMAS,2019,WORLD NEUROSURGERY,DONG W;ZHU HB;GAO H;SHI WJ;ZHANG Y;WANG HY;LI CZ;SONG GD;ZHANG YZ,CAPITAL MED UNIV;TANGSHAN PEOPLES HOSP,CHINA
bibliometrix,10.1016/j.wneu.2018.09.166,ENDOSCOPE-ASSISTED MICROVASCULAR DECOMPRESSION FOR THE MANAGEMENT OF HEMIFACIAL SPASM CAUSED BY VERTEBROBASILAR DOLICHOECTASIA,2019,WORLD NEUROSURGERY,EL REFAEE E;LANGNER S;MARX S;ROSENSTENGEL C;BALDAUF J;SCHROEDER HWS,ERNST MORITZ ARNDT UNIV GREIFSWALD;ERNST MORITZ ARNDT UNIV GREIFSWALD;CAIRO UNIV,EGYPT
bibliometrix,10.1016/j.wneu.2018.10.054,CAROTID STENOSIS: UTILITY OF DIAGNOSTIC ANGIOGRAPHY,2019,WORLD NEUROSURGERY,FELBAUM DR;MAXWELL C;NAYDIN S;RINGER A;HANEL RA;SAUVAGEAU E;AGHAEBRAHIM A;AGUILAR-SALINAS P;VEZNEDAROGLU E;LIEBMAN K;HAKMA Z;HEDAYAT H;KAN P;SRINIVASAN V;BINNING MJ,GLOBAL NEUROSCI INST;GOOD SAMARITAN HOSP;BAPTIST NEUROL INST;BAYLOR COLL MED,USA
bibliometrix,10.1016/j.wneu.2018.09.102,PROGNOSTIC DISCREPANCY ON OVERALL SURVIVAL BETWEEN AMBULATORY AND NONAMBULATORY PATIENTS WITH METASTATIC SPINAL CORD COMPRESSION,2019,WORLD NEUROSURGERY,FENG JT;YANG XG;WANG F;HUA KC;LIU YH;HU YC;ZHANG H;YANG L;XU MY;ZHANG HR,TIANJIN MED UNIV;TIANJIN HOSP,CHINA
bibliometrix,10.1016/j.wneu.2018.10.004,"HYPNOSIS-AIDED AWAKE SURGERY FOR THE MANAGEMENT OF INTRINSIC BRAIN TUMORS VERSUS STANDARD AWAKE-ASLEEP-AWAKE PROTOCOL: A PRELIMINARY, PROMISING EXPERIENCE",2019,WORLD NEUROSURGERY,FRATI A;PESCE A;PALMIERI M;IASANZANIRO M;FAMILIARI P;ANGELINI A;SALVATI M;ROCCO M;RACO A,SAPIENZA UNIV;AZIENDA UNIV OSPEDALIERA ST ANDREA;SAPIENZA UNIV,ITALY
bibliometrix,10.1016/j.wneu.2018.09.125,ANATOMIC CHARACTERISTICS OF INTRAPETROUS CAROTID ARTERY: A 3-DIMENSIONAL SEGMENTATION STUDY ON HEAD COMPUTED TOMOGRAPHY SCAN,2019,WORLD NEUROSURGERY,GIBELLI D;CELLINA M;GIBELLI S;BELLONI E;OLIVA AG;TERMINE G;DOLCI C;SFORZA C,UNIV MILAN;CIVIL HOSP,ITALY
bibliometrix,10.1016/j.wneu.2018.09.212,CD34 EXPRESSION IN LOW-GRADE EPILEPSY-ASSOCIATED TUMORS: RELATIONSHIPS WITH CLINICOPATHOLOGIC FEATURES,2019,WORLD NEUROSURGERY,GIULIONI M;MARUCCI G;COSSU M;TASSI L;BRAMERIO M;BARBA C;BUCCOLIERO AM;VORNETTI G;ZENESINI C;CONSALES A;DE PALMA L;VILLANI F;DI GENNARO G;VATTI G;ZAMPONI N;COLICCHIO G;MARRAS CE,IRCCS IST SCI NEUROL BOLOGNA;IRCCS IST SCI NEUROL BOLOGNA;FDN IRCCS;CLIN EPILEPTOL AND EXPT NEUROPHYSIOL UNIT;CLAUDIO MUNARI CTR EPILEPSY SURG;UNIV FLORENCE;UNIV FLORENCE;DEPT NEUROSCI;DEPT NEUROSCI;UNIV SIENA;UNIV ANCONA;UNIV CATTOLICA SACRO CUORE,ITALY
bibliometrix,10.1016/j.wneu.2018.09.173,COMBINED LATERAL TRANSPSOAS ANTERIOR COLUMN REALIGNMENT WITH PEDICLE SUBTRACTION OSTEOTOMY TO TREAT SEVERE SAGITTAL PLANE DEFORMITY: CADAVERIC FEASIBILITY STUDY AND EARLY CLINICAL EXPERIENCE,2019,WORLD NEUROSURGERY,GODZIK J;HLUBEK RJ;PEREIRA BD;XU DS;WALKER CT;FARBER SH;TURNER JD;MUNDIS G;URIBE JS,BARROW NEUROL INST;SCRIPPS CLIN,USA
bibliometrix,10.1016/j.wneu.2018.08.235,IMPACT OF CONNECTOR PLACEMENT AND DESIGN ON BENDING STIFFNESS OF SPINAL CONSTRUCTS,2019,WORLD NEUROSURGERY,GODZIK J;HOOL N;DALTON JF;WHITING AC;NEWCOMB AGUS;KELLY BP;CRAWFORD NR,BARROW NEUROL INST;ST JOSEPHS HOSP;WASHINGTON UNIV,USA
bibliometrix,10.1016/j.wneu.2018.10.003,FACETAL FIXATION ARTHRODESIS AS TREATMENT OF CERVICAL RADICULOPATHY,2019,WORLD NEUROSURGERY,GOEL A;DHARURKAR P;SHAH A;GORE S;BAKALE N;VAJA T,KING EDWARD MEM HOSP;SETH GS MED COLL;LILAVATI HOSP AND RES CTR,INDIA
bibliometrix,10.1016/j.wneu.2018.10.009,CENTRAL OR AXIAL ATLANTOAXIAL DISLOCATION AS A CAUSE OF CERVICAL MYELOPATHY: A REPORT OF OUTCOME OF 5 CASES TREATED BY ATLANTOAXIAL STABILIZATION,2019,WORLD NEUROSURGERY,GOEL A;DHAR A;SHAH A;JADHAV D;BAKALE N;VAJA T;JADHAV N,KING EDWARD MEM HOSP;SETH GS MED COLL;LILAVATI HOSP AND RES CTR,INDIA
bibliometrix,10.1016/j.wneu.2018.09.099,VOICE QUALITY AFFECTION AS A SYMPTOM OF CHIARI FORMATION,2019,WORLD NEUROSURGERY,GOEL A;PRASAD A;SHAH A;GORE S;DHARURKAR P,KING EDWARD MEM HOSP;SETH GS MED COLL;LILAVATI HOSP AND RES CTR,INDIA
bibliometrix,10.1016/j.wneu.2018.09.092,RESULTS OF ENDOVASCULAR-FIRST APPROACH FOR TREATMENT OF SCALP ARTERIOVENOUS MALFORMATIONS AND THE EFFECT OF SIMPLIFIED ANGIOGRAPHIC CLASSIFICATION IN THERAPEUTIC DECISION-MAKING AND OUTCOMES,2019,WORLD NEUROSURGERY,GOPINATH M;MALIK V;SARMA PS;RAJAN JE;KANNATH SK,SREE CHITRA TIRUNAL INST MED SCI AND TECHNOL;SREE CHITRA TIRUNAL INST MED SCI AND TECHNOL,INDIA
bibliometrix,10.1016/j.wneu.2018.09.178,EVALUATION OF PROGNOSIS IN PATIENTS WITH SEVERE TRAUMATIC BRAIN INJURY USING RESTING-STATE FUNCTIONAL MAGNETIC RESONANCE IMAGING,2019,WORLD NEUROSURGERY,GUO H;LIU R;SUN ZS;LIU B;XIANG Y;MAO JH;LI GJ;ZHANG MZ,HEBEI MED UNIV;CAPITAL MED UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.121,THE EFFECT AND SAFETY OF POLYMETHYLMETHACRYLATE-AUGMENTED SACRAL PEDICLE SCREWS APPLIED IN OSTEOPOROTIC SPINE WITH LUMBOSACRAL DEGENERATIVE DISEASE: A 2-YEAR FOLLOW-UP OF 25 PATIENTS,2019,WORLD NEUROSURGERY,GUO HZ;TANG YC;LI YX;YUAN K;GUO DQ;MO GY;LUO PJ;ZHOU TP;ZHANG SC;LIANG D,GUANGZHOU UNIV CHINESE MED;GUANGZHOU UNIV CHINESE MED,CHINA
bibliometrix,10.1016/j.wneu.2018.09.138,REOPERATION FOR SYMPTOMATIC NONUNIONS IN ATLANTOAXIAL (C1-C2) FUSIONS WITH AND WITHOUT BONE MORPHOGENETIC PROTEIN: A COHORT OF 108 PATIENTS WITH > 2 YEARS FOLLOW-UP,2019,WORLD NEUROSURGERY,GUPPY KH;LEE DJ;HARRIS J;BRARA HS,UNIV CALIF DAVIS;SURG OUTCOMES AND ANAL UNIT CLIN ANAL,USA
bibliometrix,10.1016/j.wneu.2018.09.081,PREDICTING READMISSION AND REOPERATION FOR BENIGN CRANIAL NERVE NEOPLASMS: A NATIONWIDE ANALYSIS,2019,WORLD NEUROSURGERY,GUPTA S;AHMED AK;BI WL;DAWOOD HY;IORGULESCU JB;CORRALES CE;DUNN IF;SMITH TR,HARVARD MED SCH;HARVARD MED SCH;HARVARD MED SCH;HARVARD MED SCH;UNIV MARYLAND,USA
bibliometrix,10.1016/j.wneu.2018.09.031,THE IDENTIFICATION OF FACTORS THAT INFLUENCE THE QUALITY OF BYPASS ANASTOMOSIS AND AN EVALUATION OF THE USEFULNESS OF AN EXPERIMENTAL PRACTICAL SCALE IN THIS REGARD,2019,WORLD NEUROSURGERY,HAFEZ A;HUHTAKANGAS J;MUHAMMAD S;LAWTON MT;TANIKAWA R;NIEMELA M,UNIV HELSINKI;HELSINKI UNIV HOSP;BARROW NEUROL INST;BRAIN DIS INST,FINLAND
bibliometrix,10.1016/j.wneu.2018.09.132,EFFECTS OF MODIC TYPE 1 CHANGES IN THE VERTEBRAE ON LOW BACK PAIN,2019,WORLD NEUROSURGERY,HANIMOGLU H;CEVIK S;YILMAZ H;KAPLAN A;CALIS F;KATAR S;EVRAN S;AKKAYA E;KARACA O,KOC UNIV;ISTININYE UNIV;AGRI STATE HOSP;DOC DR YASXAR ERYILMAZ STATE HOSP;SELAHADDIN EYYUBI STATE HOSP;BAHCELIEVLER STATE HOSP;ARNAVUTKOY STATE HOSP;AKSARAY UNIV,TURKEY
bibliometrix,10.1016/j.wneu.2018.09.232,COMPARISON OF EXTENDING FUSION TO THORACIC CURVE VERSUS THORACOLUMBAR/LUMBAR FUSION IN POSTERIOR FUSION OF PATIENTS WITH LENKE 5C: VARIATION IN UPPER END VERTEBRAE TILT AFFECTED CORONAL BALANCE,2019,WORLD NEUROSURGERY,HU BW;YANG X;LYU QN;WANG LN;LIU LM;ZHU C;ZHOU CG;SONG YM,SICHUAN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.135,SURGICAL OUTCOME COMPARISON OF POSTERIOR VERTEBRAL COLUMN RESECTION WITH OR WITHOUT ANTERIOR COLUMN SUPPORT IN TREATMENT OF YANG'S TYPE A SEVERE THORACIC SPINAL DEFORMITY,2019,WORLD NEUROSURGERY,HUANG ZF;YANG JF;SUI WY;FAN HW;DENG YL;YANG JL,SUN YAT SEN UNIV;SHANGHAI JIAO TONG UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.194,ROLE OF F-18-FLUORO-ETHYL-TYROSINE POSITRON EMISSION TOMOGRAPHY IN INVESTIGATION AND MANAGEMENT OF SUSPECTED GLIOMAS,2019,WORLD NEUROSURGERY,IBBETT I;SCHEMBRI G;COOK R;PARKINSON J,ROYAL NORTH SHORE HOSP;ROYAL NORTH SHORE HOSP,AUSTRALIA
bibliometrix,10.1016/j.wneu.2018.08.229,PREDICTION OF OBJECTIVELY MEASURED PHYSICAL ACTIVITY AND SELF-REPORTED DISABILITY FOLLOWING LUMBAR FUSION SURGERY,2019,WORLD NEUROSURGERY,JAKOBSSON M;BRISBY H;GUTKE A;HAGG O;LOTZKE H;SMEETS R;LUNDBERG M,UNIV GOTHENBURG;UNIV GOTHENBURG;SAHLGRENS UNIV HOSP;SPINE CTR GOTEBORG;MAASTRICHT UNIV;KAROLINSKA INST,SWEDEN
bibliometrix,10.1016/j.wneu.2018.10.005,IMPACT OF TRAINING AND PRACTICE ENVIRONMENT ON ACADEMIC PRODUCTIVITY OF EARLY CAREER ACADEMIC NEUROSURGEONS,2019,WORLD NEUROSURGERY,JEAN WC;FELBAUM DR,GEORGE WASHINGTON UNIV;MEDSTAR GEORGETOWN UNIV HOSP,USA
bibliometrix,10.1016/j.wneu.2018.08.206,CONTRAST MEDIA-INDUCED NEPHROPATHY IN PATIENTS WITH UNRUPTURED CEREBRAL ANEURYSM AFTER COILING ENDOVASCULAR TREATMENT,2019,WORLD NEUROSURGERY,JOO C;PARK E;MIN JW;KANG H;YOO DS;JUNG HJ,CATHOLIC UNIV KOREA;CATHOLIC UNIV KOREA;CATHOLIC UNIV KOREA;SEONAM UNIV;CHUNG ANG UNIV,KOREA
bibliometrix,10.1016/j.wneu.2018.09.209,PROGNOSTIC IMPORTANCE OF CUMULATIVE INTRACRANIAL TUMOR VOLUME IN PATIENTS WITH GASTROINTESTINAL BRAIN METASTASIS TREATED WITH STEREOTACTIC RADIOSURGERY,2019,WORLD NEUROSURGERY,JOSHI RS;HIRSHMAN BR;ALI MA;ALATTAR A;CARROLL K;NAGANO O;AIYAMA H;SERIZAWA T;YAMAMOTO M;CHEN CC,UNIV CALIF SAN DIEGO;UNIV CALIF SAN DIEGO;CHIBA CEREBRAL AND CARDIOVASC CTR;KATSUTA HOSP MITO GAMMA HOUSE;TOKYO GAMMA UNIT CTR;UNIV MINNESOTA,USA
bibliometrix,10.1016/j.wneu.2018.09.013,EFFICACY OF CAROTID ENDARTERECTOMY FOR MILD (< 50%) SYMPTOMATIC CAROTID STENOSIS WITH UNSTABLE PLAQUE,2019,WORLD NEUROSURGERY,KASHIWAZAKI D;SHIRAISHI K;YAMAMOTO S;KAMO T;UCHINO H;SAITO H;AKIOKA N;KUWAYAMA N;NOGUCHI K;KURODA S,UNIV TOYAMA;UNIV TOYAMA,JAPAN
bibliometrix,10.1016/j.wneu.2018.09.235,FAMILIAL CHIARI TYPE 1: A MOLECULAR KARYOTYPING STUDY IN A TURKISH FAMILY AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,KESER N;KUSKUCU A;IS M;CELIKOGLU E,TR UNIV HLTH SCI;YEDITEPE UNIV,TURKEY
bibliometrix,10.1016/j.wneu.2018.09.098,CLEAR DETECTION OF THIN-WALLED REGIONS IN UNRUPTURED CEREBRAL ANEURYSMS BY USING COMPUTATIONAL FLUID DYNAMICS,2019,WORLD NEUROSURGERY,KIMURA H;TANIGUCHI M;HAYASHI K;FUJIMOTO Y;FUJITA Y;SASAYAMA T;TOMIYAMA A;KOHMURA E,KOBE UNIV;KOBE UNIV,JAPAN
bibliometrix,10.1016/j.wneu.2018.09.196,"HYPOXIA-INDUCIBLE FACTOR 1 ALPHA AND AT-RICH INTERACTIVE DOMAIN-CONTAINING PROTEIN 1A EXPRESSION IN PITUITARY ADENOMAS: ASSOCIATION WITH PATHOLOGICAL, CLINICAL, AND RADIOLOGICAL FEATURES",2019,WORLD NEUROSURGERY,KINALI B;SENOGLU M;KARADAG FK;KARADAG A;MIDDLEBROOKS EH;OKSUZ P;SANDAL E;TURK C;DINIZ G,UNIV HLTH SCI;UNIV HLTH SCI;EGE UNIV;MAYO CLIN;MAYO CLIN,TURKEY
bibliometrix,10.1016/j.wneu.2018.09.100,"RESIDUAL CEREBRAL ANEURYSMS AFTER MICROSURGICAL CLIPPING: A NEW SCALE, AN AGREEMENT STUDY, AND A SYSTEMATIC REVIEW OF THE LITERATURE",2019,WORLD NEUROSURGERY,KOTOWSKI M;FARZIN B;FAHED R;GUILBERT F;CHAGNON M;DARSAUT TE;DANIEL RT;RAYMOND J,UNIV LAUSANNE;FONDATI ROTHSCHILD HOSP;UNIV MONTREAL;UNIV ALBERTA HOSP;DEPT CLIN NEUROSCI,CANADA
bibliometrix,10.1016/j.wneu.2018.09.074,LASER ABLATION THERAPY FOR PEDIATRIC PATIENTS WITH INTRACRANIAL LESIONS IN ELOQUENT AREAS,2019,WORLD NEUROSURGERY,KUO CH;FEROZE AH;POLIACHIK SL;HAUPTMAN JS;NOVOTNY EJ;OJEMANN JG,UNIV WASHINGTON;UNIV WASHINGTON;NEUROL INST;NATL YANG MING UNIV;SEATTLE CHILDRENS HOSP;SEATTLE CHILDRENS HOSP;SEATTLE CHILDRENS HOSP,USA
bibliometrix,10.1016/j.wneu.2018.09.105,COMPUTED TOMOGRAPHIC ASSESSMENT OF SAGITTAL PLANE ALIGNMENT OF THE THORACOLUMBAR JUNCTION IN A YOUNG ADULT KOREAN POPULATION,2019,WORLD NEUROSURGERY,KWON SM;CHUN HJ;YI HJ;KIM YS;KIM KD,UNIV ULSAN;HANYANG UNIV;UNIV CALIF DAVIS,KOREA
bibliometrix,10.1016/j.wneu.2018.09.145,EXPERIENCE IN THE EARLY SURGICAL MANAGEMENT OF MYELOMENINGOCELE IN ZANZIBAR,2019,WORLD NEUROSURGERY,LEIDINGER A;PIQUER J;KIM EE;NAHONDA H;QURESHI MM;YOUNG PH,NED FDN;NED INST;VITHAS CEU UNIV;AGA KHAN UNIV;ST LOUIS UNIV,SPAIN
bibliometrix,10.1016/j.wneu.2018.09.159,ROLE OF CEREBROSPINAL FLUID MARKERS FOR PREDICTING SHUNT-DEPENDENT HYDROCEPHALUS IN PATIENTS WITH SUBARACHNOID HEMORRHAGE AND EXTERNAL VENTRICULAR DRAIN PLACEMENT,2019,WORLD NEUROSURGERY,LENSKI M;BICZOK A;HUGE V;FORBRIG R;BRIEGEL J;TONN JC;THON N,LUDWIG MAXIMILIANS UNIV MUNCHEN;LUDWIG MAXIMILIANS UNIV MUNCHEN;LUDWIG MAXIMILIANS UNIV MUNCHEN,GERMANY
bibliometrix,10.1016/j.wneu.2018.09.091,HEMODYNAMIC FACTORS AFFECTING CAROTID SINUS ATHEROSCLEROTIC STENOSIS,2019,WORLD NEUROSURGERY,LI CH;GAO BL;WANG JW;LIU JF;LI H;YANG ST,HEBEI MED UNIV;HEBEI MED UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.072,CLINICAL FEATURES AND LONG-TERM SURGICAL OUTCOMES OF PATIENTS WITH CERVICAL SPONDYLOTIC AMYOTROPHY,2019,WORLD NEUROSURGERY,LI TF;SHI GD;SHI L;MIAO JH;CHEN DY;CHEN Y,SECOND MIL MED UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.08.092,ENDOCRINE AND METABOLIC OUTCOMES AFTER TRANSCRANIAL AND ENDOSCOPIC ENDONASAL APPROACHES FOR PRIMARY RESECTION OF CRANIOPHARYNGIOMAS,2019,WORLD NEUROSURGERY,LI XQ;WU W;MIAO Q;HE M;ZHANG S;ZHANG ZY;LU B;YANG YH;SHOU XF;LI YM;WANG YF;YE HY,FUDAN UNIV;FUDAN UNIV;FIRST PEOPLES HOSP SHANGQIU,CHINA
bibliometrix,10.1016/j.wneu.2018.09.234,EFFICACY OF ONE-STAGE POSTERIOR DEBRIDEMENT AND BONE GRAFTING WITH INTERNAL FIXATION IN THE TREATMENT OF MONOSEGMENTAL THORACOLUMBAR TUBERCULOSIS,2019,WORLD NEUROSURGERY,LI ZW;LI ZQ;TANG BM;REN R;ZHANG Y;LI CL;ZHANG XB,QINGHAI UNIV;QINGHAI PROV PEOPLES HOSP;HEBEI MED UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.155,"MICRORNA-20A REGULATES GLIOMA CELL PROLIFERATION, INVASION, AND APOPTOSIS BY TARGETING CUGBP ELAV-LIKE FAMILY MEMBER 2",2019,WORLD NEUROSURGERY,LIAO CX;CHEN WL;WANG JS,SUN YAT SEN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.181,PATIENTS' EXPECTATIONS AND SATISFACTION IN SUBTHALAMIC NUCLEUS DEEP BRAIN STIMULATION FOR PARKINSON DISEASE: 6-YEAR FOLLOW-UP,2019,WORLD NEUROSURGERY,LIN HY;HASEGAWA H;MUNDIL N;SAMUEL M;ASHKAN K,TAIPEI MED UNIV;TAIPEI MED UNIV;KINGS COLL HOSP NHS FDN TRUST;KINGS COLL HOSP LONDON;KINGS COLL LONDON,UNITED KINGDOM
bibliometrix,10.1016/j.wneu.2018.08.181,PREOPERATIVE IMAGING AND MICROSCOPIC NAVIGATION DURING SURGERY CAN AVOID UNNECESSARILY OPENING THE MASTOID AIR CELLS THROUGH CRANIOTOMY USING THE RETROSIGMOID APPROACH,2019,WORLD NEUROSURGERY,LIN JZ;ZHANG Y;PENG RY;JI X;LUO GX;LUO WS;WANG M;ZHU MH;SUN XH;ZHANG Y,GUANGDONG SECOND PROV GEN HOSP,CHINA
bibliometrix,10.1016/j.wneu.2018.09.225,DIABETES COMORBIDITY INCREASES RISK OF POSTOPERATIVE COMPLICATIONS IN TRAUMATIC THORACIC VERTEBRAL FRACTURE REPAIR: A PROPENSITY SCORE MATCHED ANALYSIS,2019,WORLD NEUROSURGERY,LOEWENSTERN J;KESSLER RA;CARIDI J,ICAHN SCH MED MT SINAI,USA
bibliometrix,10.1016/j.wneu.2018.09.158,THE EFFICACY OF HEMIVERTEBRA RESECTION FOR HEMIMETAMERIC SEGMENTAL SHIFT,2019,WORLD NEUROSURGERY,LYU QN;ZHOU CG;SONG YM;LIU LM;HU BW;FENG GJ;ZHOU ZJ;YANG X,SICHUAN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2018.09.104,FIXATION TO PELVIS IN PEDIATRIC SPINE DEFORMITY-AN ANALYSIS OF 30-DAY OUTCOMES,2019,WORLD NEUROSURGERY,MALIK AT;KIM J;YU E;KHAN SN,OHIO STATE UNIV,USA
bibliometrix,10.1016/j.wneu.2018.09.148,PROPOSAL OF A GRADING SYSTEM FOR PREDICTING DISCHARGE MORTALITY AND FUNCTIONAL OUTCOME IN PATIENTS WITH ANEURYSMAL SUBARACHNOID HEMORRHAGE,2019,WORLD NEUROSURGERY,MARAGKOS GA;ENRIQUEZ-MARULANDA A;SALEM MM;ASCANIO LC;CHIDA K;GUPTA R;ALTURKI AY;KICIELINSKI KP;OGILVY CS;MOORE JM;THOMAS AJ,HARVARD MED SCH;NATL NEUROSCI INST,USA
bibliometrix,10.1016/j.wneu.2018.09.179,FRACTIONATED RADIOTHERAPY IS ASSOCIATED WITH LOWER RATES OF TREATMENT-RELATED EDEMA THAN STEREOTACTIC RADIOSURGERY IN MAGNETIC RESONANCE IMAGING-DEFINED MENINGIOMAS,2019,WORLD NEUROSURGERY,MORGAN TM;ZAENGER D;SWITCHENKO JM;EATON BR;CROCKER IR;ALI AN;SHU HKG,EMORY UNIV;EMORY UNIV;EMORY UNIV,USA
bibliometrix,10.1016/j.wneu.2018.09.227,MULTIPLE-REPEATED ADJACENT SEGMENT DISEASE AFTER POSTERIOR LUMBAR INTERBODY FUSION,2019,WORLD NEUROSURGERY,NAGAMOTO Y;OKUDA S;MATSUMOTO T;SUGIURA T;TAKAHASHI Y;IWASAKI M,OSAKA ROSAI HOSP,JAPAN
bibliometrix,10.1016/j.wneu.2018.09.177,SIGNIFICANCE AND PROGNOSTIC VALUE OF THE COAGULATION PROFILE IN PATIENTS WITH GLIOBLASTOMA: IMPLICATIONS FOR PERSONALIZED THERAPY,2019,WORLD NEUROSURGERY,NAVONE SE;GUARNACCIA L;LOCATELLI M;RAMPINI P;CAROLI M;LA VERDE N;GAUDINO C;BETTINARDI N;RIBONI L;MARFIA G;CAMPANELLA R,UNIV MILAN;UNIV MILAN;FATEBENEFRATELLI AND OFTALM HOSP;CENT LAB;UNIV MILAN,ITALY
