refID,DI,TI.x,TI.y,TI_check,PY.x,PY.y,PY_check,SO,AU,AU_UN,country_refsplitr,AU1_CO,CO,code_refsplitr,code_AU1_CO,code_CO,country_v_AU1_CO,country_v_CO,AU1_CO_v_CO
53,10.1016/j.wneu.2018.09.038,transclival venous circulation: anatomic study,transclival venous circulation: anatomic study,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,ALTAFULLA JJ;RAI R;SHRAGER S;VOIN V;IWANAGA J;LITVACK Z;LOUKAS M;TUBBS RS,SEATTLE SCI FDN;SWEDISH NEUROSCI INST;ST GEORGES UNIV,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
54,10.1016/j.wneu.2018.09.103,beyond science: effect of marital status and socioeconomic index on outcomes of spinal cord tumors: analysis from a national cancer registry,beyond science: effect of marital status and socioeconomic index on outcomes of spinal cord tumors: analysis from a national cancer registry,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,ALVI MA;WAHOOD W;HUANG AE;KEREZOUDIS P;LACHANCE DH;BYDON M,NEUROINFORMAT LAB;MAYO CLIN;MAYO CLIN;SCH MED,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
55,10.1016/j.wneu.2018.09.140,objective pupillometry as an adjunct to prediction and assessment for oculomotor nerve injury and recovery: potential for practical applications,objective pupillometry as an adjunct to prediction and assessment for oculomotor nerve injury and recovery: potential for practical applications,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,AOUN SG;WELCH BG;CORTES M;STUTZMAN SE;MACALLISTER MC;EL AHMADIEH TY;OSMAN M;FIGUEROA SA;WHITE JA;BATJER HH;OLSON DM,UNIV TEXAS SOUTHWESTERN MED CTR;UNIV TEXAS SOUTHWESTERN MED CTR;UNIV TEXAS SOUTHWESTERN MED CTR,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
56,10.1016/j.wneu.2018.09.063,the value of computed tomography imaging of the head after ventriculoperitoneal shunt surgery in adults,the value of computed tomography imaging of the head after ventriculoperitoneal shunt surgery in adults,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BEHMANESH B;KEIL F;DUBINSKI D;WON SY;QUICK-WELLER J;SEIFERT V;GESSLER F,GOETHE UNIV FRANKFURT;GOETHE UNIV FRANKFURT,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
57,10.1016/j.wneu.2018.09.113,acute surgical risk profile of intramedullary spinal cord tumor resection in pediatric patients: a pediatric national surgical quality improvement program analysis,acute surgical risk profile of intramedullary spinal cord tumor resection in pediatric patients: a pediatric national surgical quality improvement program analysis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BHIMANI AD;ROSINSKI CL;DENYER S;HOBBS JG;PATEL S;SHAH K;MUDREAC A;DIAMOND R;BEHBAHANI M;MEHTA AI,UNIV ILLINOIS;UNIV CHICAGO,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
58,10.1016/j.wneu.2018.09.079,intracranial electrode placement for seizures before temporal lobectomy: a risk-benefit analysis,intracranial electrode placement for seizures before temporal lobectomy: a risk-benefit analysis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BHIMANI AD;SELNER AN;ESFAHANI DR;CHIU RG;ROSINSKI CL;ROSENBERG D;MUDREAC A;DIAMOND RJ;ALMADIDY Z;MEHTA AI,UNIV ILLINOIS,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
59,10.1016/j.wneu.2018.09.161,intracranial dural arteriovenous fistula as a reversible cause of dementia: case series and literature review,intracranial dural arteriovenous fistula as a reversible cause of dementia: case series and literature review,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BRITO A;TSANG ACO;HILDITCH C;NICHOLSON P;KRINGS T;BRINJIKJI W,FDN UNIV SANITAS;UNIV TORONTO;UNIV HONG KONG,colombia,COLOMBIA,COLOMBIA,COL,COL,COL,TRUE,TRUE,TRUE
60,10.1016/j.wneu.2018.09.139,can early postoperative o-(2-(18f)fluoroethyl)-l-tyrosine positron emission tomography after resection of glioblastoma predict the location of later tumor recurrence?,can early postoperative o-(2-(18f)fluoroethyl)-l-tyrosine positron emission tomography after resection of glioblastoma predict the location of later tumor recurrence?,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BUCHMANN N;GEMPT J;RYANG YM;PYKA T;KIRSCHKE JS;MEYER B;RINGEL F,TECH UNIV MUNICH;TECH UNIV MUNICH;TECH UNIV MUNICH;JOHANNES GUTENBERG UNIV MAINZ,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
61,10.1016/j.wneu.2018.08.242,alignment risk factors for proximal junctional kyphosis and the effect of lower thoracic junctional tethers for adult spinal deformity,alignment risk factors for proximal junctional kyphosis and the effect of lower thoracic junctional tethers for adult spinal deformity,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BUELL TJ;CHEN CJ;QUINN JC;BUCHHOLZ AL;MAZUR MD;MULLIN JP;NGUYEN JH;TAYLOR DG;BESS S;LINE BG;AMES CP;SCHWAB FJ;LAFAGE V;SHAFFREY CI;SMITH JS,UNIV VIRGINIA HLTH SYST;UNIV TEXAS HLTH SCI CTR HOUSTON;MED UNIV SOUTH CAROLINA;DENVER INT SPINE CTR;UNIV CALIF SAN FRANCISCO;HOSP SPECIAL SURG,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
62,10.1016/j.wneu.2018.09.237,comparison of survival outcomes between partial resection and biopsy for primary glioblastoma: a propensity score-matched study,comparison of survival outcomes between partial resection and biopsy for primary glioblastoma: a propensity score-matched study,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BYUN J;KIM YH;NAM SJ;PARK JE;CHO YH;KIM HS;HONG SH;KIM JH;KIM SJ;KIM CJ,UNIV ULSAN;UNIV ULSAN;UNIV ULSAN,south korea,KOREA,KOREA,KOR,KOR,KOR,TRUE,TRUE,TRUE
63,10.1016/j.wneu.2018.09.137,fibrous pituitary macroadenomas: predictive role of preoperative radiologic investigations for proper surgical planning in a cohort of 66 patients,fibrous pituitary macroadenomas: predictive role of preoperative radiologic investigations for proper surgical planning in a cohort of 66 patients,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CAPPELLETTI M;RUGGERI AG;SPIZZICHINO L;D'AMICO A;D'AVELLA E;DELFINI R,SAPIENZA UNIV ROME;UNIV HOSP;UNIV PADUA,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
64,10.1016/j.wneu.2018.09.189,patterns of stroke transfers and identification of predictors for thrombectomy,patterns of stroke transfers and identification of predictors for thrombectomy,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CATANESE L;GUPTA R;GRIESSENAUER CJ;MOORE JM;ADEEB N;ENRIQUEZ-MARULANDA A;ALTURKI AY;ASCANIO LC;LIOUTAS V;SHOAMANESH A;COHEN W;KUMAR S;SELIM M;THOMAS AJ;OGILVY CS,HARVARD MED SCH;HARVARD MED SCH;MCMASTER UNIV;LOUISIANA STATE UNIV,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
65,10.1016/j.wneu.2018.09.077,anatomical and objective evaluation of the main surgical approaches to pontine intra-axial lesions,anatomical and objective evaluation of the main surgical approaches to pontine intra-axial lesions,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CAVALCANTI DD;FIGUEIREDO EG;PREUL MC;SPETZLER RF,BARROW NEUROL INST;UNIV SAO PAULO,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
66,10.1016/j.wneu.2018.09.211,transforaminal interbody debridement and fusion to manage postdiscectomy discitis in lumbar spine,transforaminal interbody debridement and fusion to manage postdiscectomy discitis in lumbar spine,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHANG CW;TSAI TT;NIU CC;FU TS;LAI PL;CHEN LH;CHEN WJ,BONE AND JOINT RES CTR;CHANG GUNG UNIV;CHANG GUNG MEM HOSP,taiwan,CHINA,CHINA,TWN,CHN,CHN,FALSE,FALSE,TRUE
67,10.1016/j.wneu.2018.09.187,transsphenoidal approach for pituitary adenomas in elderly patients,transsphenoidal approach for pituitary adenomas in elderly patients,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHEN SH;SPRAU A;CHIENG L;BUTTRICK S;ALAM ES;ALI SC;MADHAVAN K;SARGI ZB;KOMOTAR R,UNIV MIAMI,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
68,10.1016/j.wneu.2018.08.184,comparison of clinical and radiologic outcomes of diverse endovascular treatments in vertebral artery dissecting aneurysm involving the origin of pica,comparison of clinical and radiologic outcomes of diverse endovascular treatments in vertebral artery dissecting aneurysm involving the origin of pica,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHO DY;CHOI JH;KIM BS;SHIN YS,CATHOLIC UNIV KOREA;CATHOLIC UNIV KOREA,south korea,KOREA,KOREA,KOR,KOR,KOR,TRUE,TRUE,TRUE
69,10.1016/j.wneu.2018.09.120,"pterional, pretemporal, and orbitozygomatic approaches: anatomic and comparative study","pterional, pretemporal, and orbitozygomatic approaches: anatomic and comparative study",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,DA SILVA SA;YAMAKI VN;SOLLA DJF;DE ANDRADE AF;TEIXEIRA MJ;SPETZLER RF;PREUL MC;FIGUEIREDO EG,UNIV SAO PAULO;BARROW NEUROL INST,brazil,BRAZIL,BRAZIL,BRA,BRA,BRA,TRUE,TRUE,TRUE
70,10.1016/j.wneu.2018.09.089,management of choroid plexus tumors in infants and young children up to 4 years of age: an institutional experience,management of choroid plexus tumors in infants and young children up to 4 years of age: an institutional experience,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,DASH C;MOORTHY S;GARG K;SINGH PK;KUMAR A;GURJAR H;CHANDRA PS;KALE SS,NA,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
71,10.1016/j.wneu.2018.09.222,dedicated linear accelerator radiosurgery for classic trigeminal neuralgia: a single-center experience with long-term follow-up,dedicated linear accelerator radiosurgery for classic trigeminal neuralgia: a single-center experience with long-term follow-up,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,DEBONO B;LOTTERIE JA;SOL JC;BOUSQUET P;DUTHIL P;MONFRAIX S;LAZORTHES Y;SABATIER J;LATORZEFF I,CAPIO CLIN CEDRES;TOULOUSE UNIV HOSP;TOULOUSE UNIV HOSP;CLIN PASTEUR,france,FRANCE,FRANCE,FRA,FRA,FRA,TRUE,TRUE,TRUE
72,10.1016/j.wneu.2018.09.058,association of cardioembolism and intracranial arterial stenosis with outcomes of mechanical thrombectomy in acute ischemic stroke,association of cardioembolism and intracranial arterial stenosis with outcomes of mechanical thrombectomy in acute ischemic stroke,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,DENG YM;JIA BX;HUO XC;PENG Y;CAO YB;CHEN SL;ZHANG M;JIANG CC;PENG XX;SONG CF;WEI LP;ZHU QY;GUO ZY;LIU L;LIN H;YANG H;WU W;LIANG H;XU AD;CHEN KN;LIEBESKIND DS;ZHAO XQ;WANG AX;LIU LP;WANG YL;WANG YJ;GAO F;SUN X;LIU L;MO DP;MA N;SONG LG;MIAO ZR,CAPITAL MED UNIV;CAPITAL MED UNIV;CHINA NATL CLIN RES CTR NEUROL DIS;BEIJING INST BRAIN DISORDERS;TANGSHAN GONGREN HOSP;CHONGQING SANXIA CENT HOSP;DAPING HOSP;BAOTOU CENT HOSP;HUBEI ZHONGSHAN HOSP;ZHENGZHOU UNIV;PEOPLES HOSP LINYI CITY;TIANJIN TEDA HOSP;CHIFENG MUNICIPAL HOSP;FUZHOU PLA GEN HOSP;GUIYANG MED COLL;SHANDONG UNIV;YANTAI HILL HOSP;JINAN UNIV;XINAN HOSP;UNIV CALIF LOS ANGELES;BEIJING KEY LAB TRANSLAT MED CEREBROVASC DIS,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
73,10.1016/j.wneu.2018.08.209,expression of cyclin e/cdk2/p27(kip1) in growth hormone adenomas,expression of cyclin e/cdk2/p27(kip1) in growth hormone adenomas,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,DONG W;ZHU HB;GAO H;SHI WJ;ZHANG Y;WANG HY;LI CZ;SONG GD;ZHANG YZ,CAPITAL MED UNIV;TANGSHAN PEOPLES HOSP,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
74,10.1016/j.wneu.2018.09.166,endoscope-assisted microvascular decompression for the management of hemifacial spasm caused by vertebrobasilar dolichoectasia,endoscope-assisted microvascular decompression for the management of hemifacial spasm caused by vertebrobasilar dolichoectasia,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,EL REFAEE E;LANGNER S;MARX S;ROSENSTENGEL C;BALDAUF J;SCHROEDER HWS,ERNST MORITZ ARNDT UNIV GREIFSWALD;ERNST MORITZ ARNDT UNIV GREIFSWALD;CAIRO UNIV,germany,EGYPT,EGYPT,DEU,EGY,EGY,FALSE,FALSE,TRUE
75,10.1016/j.wneu.2018.10.054,carotid stenosis: utility of diagnostic angiography,carotid stenosis: utility of diagnostic angiography,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FELBAUM DR;MAXWELL C;NAYDIN S;RINGER A;HANEL RA;SAUVAGEAU E;AGHAEBRAHIM A;AGUILAR-SALINAS P;VEZNEDAROGLU E;LIEBMAN K;HAKMA Z;HEDAYAT H;KAN P;SRINIVASAN V;BINNING MJ,GLOBAL NEUROSCI INST;GOOD SAMARITAN HOSP;BAPTIST NEUROL INST;BAYLOR COLL MED,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
76,10.1016/j.wneu.2018.09.102,prognostic discrepancy on overall survival between ambulatory and nonambulatory patients with metastatic spinal cord compression,prognostic discrepancy on overall survival between ambulatory and nonambulatory patients with metastatic spinal cord compression,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FENG JT;YANG XG;WANG F;HUA KC;LIU YH;HU YC;ZHANG H;YANG L;XU MY;ZHANG HR,TIANJIN MED UNIV;TIANJIN HOSP,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
77,10.1016/j.wneu.2018.10.004,"hypnosis-aided awake surgery for the management of intrinsic brain tumors versus standard awake-asleep-awake protocol: a preliminary, promising experience","hypnosis-aided awake surgery for the management of intrinsic brain tumors versus standard awake-asleep-awake protocol: a preliminary, promising experience",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FRATI A;PESCE A;PALMIERI M;IASANZANIRO M;FAMILIARI P;ANGELINI A;SALVATI M;ROCCO M;RACO A,SAPIENZA UNIV;AZIENDA UNIV OSPEDALIERA ST ANDREA;SAPIENZA UNIV,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
78,10.1016/j.wneu.2018.09.125,anatomic characteristics of intrapetrous carotid artery: a 3-dimensional segmentation study on head computed tomography scan,anatomic characteristics of intrapetrous carotid artery: a 3-dimensional segmentation study on head computed tomography scan,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GIBELLI D;CELLINA M;GIBELLI S;BELLONI E;OLIVA AG;TERMINE G;DOLCI C;SFORZA C,UNIV MILAN;CIVIL HOSP,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
79,10.1016/j.wneu.2018.09.212,cd34 expression in low-grade epilepsy-associated tumors: relationships with clinicopathologic features,cd34 expression in low-grade epilepsy-associated tumors: relationships with clinicopathologic features,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GIULIONI M;MARUCCI G;COSSU M;TASSI L;BRAMERIO M;BARBA C;BUCCOLIERO AM;VORNETTI G;ZENESINI C;CONSALES A;DE PALMA L;VILLANI F;DI GENNARO G;VATTI G;ZAMPONI N;COLICCHIO G;MARRAS CE,IRCCS IST SCI NEUROL BOLOGNA;IRCCS IST SCI NEUROL BOLOGNA;FDN IRCCS;CLIN EPILEPTOL AND EXPT NEUROPHYSIOL UNIT;CLAUDIO MUNARI CTR EPILEPSY SURG;UNIV FLORENCE;UNIV FLORENCE;DEPT NEUROSCI;DEPT NEUROSCI;UNIV SIENA;UNIV ANCONA;UNIV CATTOLICA SACRO CUORE,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
80,10.1016/j.wneu.2018.09.173,combined lateral transpsoas anterior column realignment with pedicle subtraction osteotomy to treat severe sagittal plane deformity: cadaveric feasibility study and early clinical experience,combined lateral transpsoas anterior column realignment with pedicle subtraction osteotomy to treat severe sagittal plane deformity: cadaveric feasibility study and early clinical experience,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GODZIK J;HLUBEK RJ;PEREIRA BD;XU DS;WALKER CT;FARBER SH;TURNER JD;MUNDIS G;URIBE JS,BARROW NEUROL INST;SCRIPPS CLIN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
81,10.1016/j.wneu.2018.08.235,impact of connector placement and design on bending stiffness of spinal constructs,impact of connector placement and design on bending stiffness of spinal constructs,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GODZIK J;HOOL N;DALTON JF;WHITING AC;NEWCOMB AGUS;KELLY BP;CRAWFORD NR,BARROW NEUROL INST;ST JOSEPHS HOSP;WASHINGTON UNIV,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
82,10.1016/j.wneu.2018.10.003,facetal fixation arthrodesis as treatment of cervical radiculopathy,facetal fixation arthrodesis as treatment of cervical radiculopathy,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GOEL A;DHARURKAR P;SHAH A;GORE S;BAKALE N;VAJA T,KING EDWARD MEM HOSP;SETH GS MED COLL;LILAVATI HOSP AND RES CTR,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
83,10.1016/j.wneu.2018.10.009,central or axial atlantoaxial dislocation as a cause of cervical myelopathy: a report of outcome of 5 cases treated by atlantoaxial stabilization,central or axial atlantoaxial dislocation as a cause of cervical myelopathy: a report of outcome of 5 cases treated by atlantoaxial stabilization,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GOEL A;DHAR A;SHAH A;JADHAV D;BAKALE N;VAJA T;JADHAV N,KING EDWARD MEM HOSP;SETH GS MED COLL;LILAVATI HOSP AND RES CTR,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
84,10.1016/j.wneu.2018.09.099,voice quality affection as a symptom of chiari formation,voice quality affection as a symptom of chiari formation,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GOEL A;PRASAD A;SHAH A;GORE S;DHARURKAR P,KING EDWARD MEM HOSP;SETH GS MED COLL;LILAVATI HOSP AND RES CTR,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
85,10.1016/j.wneu.2018.09.092,results of endovascular-first approach for treatment of scalp arteriovenous malformations and the effect of simplified angiographic classification in therapeutic decision-making and outcomes,results of endovascular-first approach for treatment of scalp arteriovenous malformations and the effect of simplified angiographic classification in therapeutic decision-making and outcomes,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GOPINATH M;MALIK V;SARMA PS;RAJAN JE;KANNATH SK,SREE CHITRA TIRUNAL INST MED SCI AND TECHNOL;SREE CHITRA TIRUNAL INST MED SCI AND TECHNOL,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
86,10.1016/j.wneu.2018.09.178,evaluation of prognosis in patients with severe traumatic brain injury using resting-state functional magnetic resonance imaging,evaluation of prognosis in patients with severe traumatic brain injury using resting-state functional magnetic resonance imaging,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GUO H;LIU R;SUN ZS;LIU B;XIANG Y;MAO JH;LI GJ;ZHANG MZ,HEBEI MED UNIV;CAPITAL MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
87,10.1016/j.wneu.2018.09.121,the effect and safety of polymethylmethacrylate-augmented sacral pedicle screws applied in osteoporotic spine with lumbosacral degenerative disease: a 2-year follow-up of 25 patients,the effect and safety of polymethylmethacrylate-augmented sacral pedicle screws applied in osteoporotic spine with lumbosacral degenerative disease: a 2-year follow-up of 25 patients,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GUO HZ;TANG YC;LI YX;YUAN K;GUO DQ;MO GY;LUO PJ;ZHOU TP;ZHANG SC;LIANG D,GUANGZHOU UNIV CHINESE MED;GUANGZHOU UNIV CHINESE MED,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
88,10.1016/j.wneu.2018.09.138,reoperation for symptomatic nonunions in atlantoaxial (c1-c2) fusions with and without bone morphogenetic protein: a cohort of 108 patients with > 2 years follow-up,reoperation for symptomatic nonunions in atlantoaxial (c1-c2) fusions with and without bone morphogenetic protein: a cohort of 108 patients with > 2 years follow-up,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GUPPY KH;LEE DJ;HARRIS J;BRARA HS,UNIV CALIF DAVIS;SURG OUTCOMES AND ANAL UNIT CLIN ANAL,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
89,10.1016/j.wneu.2018.09.081,predicting readmission and reoperation for benign cranial nerve neoplasms: a nationwide analysis,predicting readmission and reoperation for benign cranial nerve neoplasms: a nationwide analysis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,GUPTA S;AHMED AK;BI WL;DAWOOD HY;IORGULESCU JB;CORRALES CE;DUNN IF;SMITH TR,HARVARD MED SCH;HARVARD MED SCH;HARVARD MED SCH;HARVARD MED SCH;UNIV MARYLAND,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
90,10.1016/j.wneu.2018.09.031,the identification of factors that influence the quality of bypass anastomosis and an evaluation of the usefulness of an experimental practical scale in this regard,the identification of factors that influence the quality of bypass anastomosis and an evaluation of the usefulness of an experimental practical scale in this regard,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HAFEZ A;HUHTAKANGAS J;MUHAMMAD S;LAWTON MT;TANIKAWA R;NIEMELA M,UNIV HELSINKI;HELSINKI UNIV HOSP;BARROW NEUROL INST;BRAIN DIS INST,finland,FINLAND,FINLAND,FIN,FIN,FIN,TRUE,TRUE,TRUE
91,10.1016/j.wneu.2018.09.132,effects of modic type 1 changes in the vertebrae on low back pain,effects of modic type 1 changes in the vertebrae on low back pain,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HANIMOGLU H;CEVIK S;YILMAZ H;KAPLAN A;CALIS F;KATAR S;EVRAN S;AKKAYA E;KARACA O,KOC UNIV;ISTININYE UNIV;AGRI STATE HOSP;DOC DR YASXAR ERYILMAZ STATE HOSP;SELAHADDIN EYYUBI STATE HOSP;BAHCELIEVLER STATE HOSP;ARNAVUTKOY STATE HOSP;AKSARAY UNIV,turkey,TURKEY,TURKEY,TUR,TUR,TUR,TRUE,TRUE,TRUE
92,10.1016/j.wneu.2018.09.232,comparison of extending fusion to thoracic curve versus thoracolumbar/lumbar fusion in posterior fusion of patients with lenke 5c: variation in upper end vertebrae tilt affected coronal balance,comparison of extending fusion to thoracic curve versus thoracolumbar/lumbar fusion in posterior fusion of patients with lenke 5c: variation in upper end vertebrae tilt affected coronal balance,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HU BW;YANG X;LYU QN;WANG LN;LIU LM;ZHU C;ZHOU CG;SONG YM,SICHUAN UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
93,10.1016/j.wneu.2018.09.135,surgical outcome comparison of posterior vertebral column resection with or without anterior column support in treatment of yang's type a severe thoracic spinal deformity,surgical outcome comparison of posterior vertebral column resection with or without anterior column support in treatment of yang's type a severe thoracic spinal deformity,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HUANG ZF;YANG JF;SUI WY;FAN HW;DENG YL;YANG JL,SUN YAT SEN UNIV;SHANGHAI JIAO TONG UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
